I.Q. (1994)|Quiz Show (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Fish Called Wanda, A (1988)|Wrong Trousers, The (1993)|Good, The Bad and The Ugly, The (1966)|Army of Darkness (1993)|Grand Day Out, A (1992)|Jerry Maguire (1996)
Professional, The (1994)|Forrest Gump (1994)|Monty Python and the Holy Grail (1974)|Chasing Amy (1997)|Secrets & Lies (1996)|Donnie Brasco (1997)|Muriel's Wedding (1994)|To Kill a Mockingbird (1962)|Interview with the Vampire (1994)|Corrina, Corrina (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Lone Star (1996)|Apocalypse Now (1979)|Gattaca (1997)|Secrets & Lies (1996)|One Flew Over the Cuckoo's Nest (1975)|Tombstone (1993)|Ice Storm, The (1997)|Touch (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|I.Q. (1994)|Spitfire Grill, The (1996)|Apocalypse Now (1979)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Andre (1994)|Paradise Road (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Rumble in the Bronx (1995)|Cold Comfort Farm (1995)|Frighteners, The (1996)|Marvin's Room (1996)|Rosewood (1997)|Midnight in the Garden of Good and Evil (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Streetcar Named Desire, A (1951)|Last Supper, The (1995)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Jurassic Park (1993)|Snow White and the Seven Dwarfs (1937)|Bridge on the River Kwai, The (1957)|Young Frankenstein (1974)|Secrets & Lies (1996)|Wild Bill (1995)|Body Snatchers (1993)|Boxing Helena (1993)|For Whom the Bell Tolls (1943)
Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Abyss, The (1989)|Die Hard 2 (1990)|Aladdin and the King of Thieves (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)
Quiz Show (1994)|Abyss, The (1989)|Cinema Paradiso (1988)|Nell (1994)|Philadelphia (1993)|Jingle All the Way (1996)|Dead Man (1995)|I'm Not Rappaport (1996)|My Favorite Season (1993)|Good Man in Africa, A (1994)
Bad Boys (1995)|Jurassic Park (1993)|Spitfire Grill, The (1996)|Glengarry Glen Ross (1992)|This Is Spinal Tap (1984)|Beavis and Butt-head Do America (1996)|Austin Powers: International Man of Mystery (1997)|Short Cuts (1993)|Village of the Damned (1995)|Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)
Gattaca (1997)|Desperate Measures (1998)|Game, The (1997)|Mad City (1997)|Critical Care (1997)|Fallen (1998)|One Flew Over the Cuckoo's Nest (1975)|Seven Years in Tibet (1997)|Life Less Ordinary, A (1997)|Thousand Acres, A (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|I.Q. (1994)|Free Willy (1993)|Operation Dumbo Drop (1995)|Marvin's Room (1996)|Midnight in the Garden of Good and Evil (1997)|Maltese Falcon, The (1941)|Around the World in 80 Days (1956)|Wes Craven's New Nightmare (1994)|Arsenic and Old Lace (1944)
Dante's Peak (1997)|How to Be a Player (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|Fire on the Mountain (1996)|You So Crazy (1994)
Babe (1995)|Snow White and the Seven Dwarfs (1937)|Operation Dumbo Drop (1995)|Jungle2Jungle (1997)|Heat (1995)|Sense and Sensibility (1995)|Secrets & Lies (1996)|Broken Arrow (1996)|I Shot Andy Warhol (1996)|Adventures of Pinocchio, The (1996)
Twelve Monkeys (1995)|Ref, The (1994)|Spitfire Grill, The (1996)|Evil Dead II (1987)|Field of Dreams (1989)|Jungle Book, The (1994)|Chinatown (1974)|Pretty Woman (1990)|Unstrung Heroes (1995)|Before Sunrise (1995)
Sleepless in Seattle (1993)|Monty Python and the Holy Grail (1974)|Clockwork Orange, A (1971)|Right Stuff, The (1983)|Star Trek: First Contact (1996)|Fifth Element, The (1997)|Mimic (1997)|Amityville Curse, The (1990)|Great Escape, The (1963)|House of the Spirits, The (1993)
Babe (1995)|Terminator 2: Judgment Day (1991)|Lone Star (1996)|Empire Strikes Back, The (1980)|GoodFellas (1990)|In the Name of the Father (1993)|Pump Up the Volume (1990)|In the Line of Fire (1993)|Up in Smoke (1978)|Higher Learning (1995)
Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Chasing Amy (1997)|Annie Hall (1977)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)
Swingers (1996)|Men in Black (1997)|Deconstructing Harry (1997)|Cry, the Beloved Country (1995)|Broken Arrow (1996)|Hellraiser: Bloodline (1996)|Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)|Crow: City of Angels, The (1996)|Beautiful Girls (1996)|Foxfire (1996)
Apocalypse Now (1979)|Men in Black (1997)|Sense and Sensibility (1995)|Midnight in the Garden of Good and Evil (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Boxing Helena (1993)|Cliffhanger (1993)|Home Alone 3 (1997)
Rock, The (1996)|Steel (1997)|Time to Kill, A (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|Last Supper, The (1995)
George of the Jungle (1997)|Hoodlum (1997)|Wings of the Dove, The (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Seven Years in Tibet (1997)|You So Crazy (1994)
George of the Jungle (1997)|Emma (1996)|Vampire in Brooklyn (1995)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|Benny & Joon (1993)|Jumanji (1995)|Freeway (1996)|Flower of My Secret, The (Flor de mi secreto, La) (1995)
Muppet Treasure Island (1996)|Nadja (1994)|Delicatessen (1991)|GoodFellas (1990)|101 Dalmatians (1996)|Batman Returns (1992)|Duck Soup (1933)|My Left Foot (1989)|Annie Hall (1977)|My Life as a Dog (Mitt liv som hund) (1985)
I.Q. (1994)|Crow, The (1994)|Snow White and the Seven Dwarfs (1937)|Sleeper (1973)|Brazil (1985)|Terminator, The (1984)|Philadelphia Story, The (1940)|Some Like It Hot (1959)|Browning Version, The (1994)|Switchback (1997)
Babe (1995)|Cold Comfort Farm (1995)|Rock, The (1996)|When the Cats Away (Chacun cherche son chat) (1996)|Contact (1997)|Streetcar Named Desire, A (1951)|Tales from the Hood (1995)|Wyatt Earp (1994)|Fire on the Mountain (1996)
Richard III (1995)|Snow White and the Seven Dwarfs (1937)|Apocalypse Now (1979)|Star Trek: The Wrath of Khan (1982)|Midnight in the Garden of Good and Evil (1997)|Cinderella (1950)|James and the Giant Peach (1996)|Mary Shelley's Frankenstein (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Ed Wood (1994)|Spitfire Grill, The (1996)|Return of the Pink Panther, The (1974)|GoodFellas (1990)|Bridge on the River Kwai, The (1957)|Marvin's Room (1996)|Village of the Damned (1995)|Boxing Helena (1993)|Coneheads (1993)|Bride of Frankenstein (1935)
Seven (Se7en) (1995)|Brazil (1985)|Clockwork Orange, A (1971)|Pink Floyd - The Wall (1982)|Mad City (1997)|Client, The (1994)|Spy Hard (1996)|Some Like It Hot (1959)|Great Escape, The (1963)|Man Who Would Be King, The (1975)
Crumb (1994)|I.Q. (1994)|Santa Clause, The (1994)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Dead Poets Society (1989)|Under Siege (1992)|Citizen Ruth (1996)|Men in Black (1997)|Bastard Out of Carolina (1996)
White Balloon, The (1995)|Professional, The (1994)|Ref, The (1994)|Bringing Up Baby (1938)|Magnificent Seven, The (1954)|Gandhi (1982)|Another Stakeout (1993)|Body Snatchers (1993)|To Gillian on Her 37th Birthday (1996)|Bad Taste (1987)
Babe (1995)|Braveheart (1995)|Santa Clause, The (1994)|True Romance (1993)|Chasing Amy (1997)|Secrets & Lies (1996)|Local Hero (1983)|American in Paris, An (1951)|Junior (1994)|Replacement Killers, The (1998)
English Patient, The (1996)|Marvin's Room (1996)|Titanic (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Addicted to Love (1997)|My Own Private Idaho (1991)|Wes Craven's New Nightmare (1994)|Tango Lesson, The (1997)|For Richer or Poorer (1997)|2 Days in the Valley (1996)
Twelve Monkeys (1995)|Bad Boys (1995)|I.Q. (1994)|Spitfire Grill, The (1996)|Army of Darkness (1993)|Unforgiven (1992)|3 Ninjas: High Noon At Mega Mountain (1998)|Boot, Das (1981)|Ben-Hur (1959)|All About Eve (1950)
Air Force One (1997)|Fly Away Home (1996)|Rainmaker, The (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Conan the Barbarian (1981)|Love Jones (1997)|You So Crazy (1994)
Postino, Il (1994)|Snow White and the Seven Dwarfs (1937)|Trainspotting (1996)|Vertigo (1958)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)|Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
I.Q. (1994)|Brazil (1985)|Matilda (1996)|People vs. Larry Flynt, The (1996)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Babe (1995)|Cold Comfort Farm (1995)|Independence Day (ID4) (1996)|Phenomenon (1996)|Bed of Roses (1996)|English Patient, The (1996)|Pinocchio (1940)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)
Muppet Treasure Island (1996)|Birdcage, The (1996)|Wrong Trousers, The (1993)|Raiders of the Lost Ark (1981)|Clockwork Orange, A (1971)|Right Stuff, The (1983)|Transformers: The Movie, The (1986)|Smoke (1995)|Crying Game, The (1992)|Bad Taste (1987)
Starship Troopers (1997)|Marvin's Room (1996)|Scream (1996)|G.I. Jane (1997)|Cop Land (1997)|Conspiracy Theory (1997)|Bean (1997)|Desperate Measures (1998)|Fire on the Mountain (1996)|Brassed Off (1996)
2001: A Space Odyssey (1968)|Army of Darkness (1993)|Jerry Maguire (1996)|Vertigo (1958)|Around the World in 80 Days (1956)|Annie Hall (1977)|Great Race, The (1965)|Paris Is Burning (1990)|Bad Taste (1987)|Intimate Relations (1996)
Richard III (1995)|Crow, The (1994)|Cold Comfort Farm (1995)|Spitfire Grill, The (1996)|Jude (1996)|Glengarry Glen Ross (1992)|Transformers: The Movie, The (1986)|Around the World in 80 Days (1956)|Big Sleep, The (1946)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Free Willy (1993)|Sting, The (1973)|101 Dalmatians (1996)|Men in Black (1997)|Good Will Hunting (1997)|In & Out (1997)|Kiss the Girls (1997)|Annie Hall (1977)|Canadian Bacon (1994)|Shiloh (1997)
Silence of the Lambs, The (1991)|Rock, The (1996)|Princess Bride, The (1987)|Miracle on 34th Street (1994)|Browning Version, The (1994)|Pretty Woman (1990)|Quest, The (1996)|Just Cause (1995)|Friday (1995)|Naked in New York (1994)
Four Rooms (1995)|Twelve Monkeys (1995)|Taxi Driver (1976)|Remains of the Day, The (1993)|Unhook the Stars (1996)|Brazil (1985)|Dead Poets Society (1989)|Sneakers (1992)|Beavis and Butt-head Do America (1996)|Wes Craven's New Nightmare (1994)
Batman Forever (1995)|Belle de jour (1967)|Dances with Wolves (1990)|Breakfast at Tiffany's (1961)|Citizen Kane (1941)|Good, The Bad and The Ugly, The (1966)|Right Stuff, The (1983)|Nikita (La Femme Nikita) (1990)|Transformers: The Movie, The (1986)|Casablanca (1942)
What's Eating Gilbert Grape (1993)|On Golden Pond (1981)|Apocalypse Now (1979)|Right Stuff, The (1983)|Breaking the Waves (1996)|Die Hard 2 (1990)|Secrets & Lies (1996)|Candidate, The (1972)|Quick and the Dead, The (1995)|Stephen King's The Langoliers (1995)
Postino, Il (1994)|Jude (1996)|unknown|Chasing Amy (1997)|Good Will Hunting (1997)|Marvin's Room (1996)|Liar Liar (1997)|Streetcar Named Desire, A (1951)|Raise the Red Lantern (1991)|Head Above Water (1996)
Muppet Treasure Island (1996)|Abyss, The (1989)|Monty Python and the Holy Grail (1974)|Sting, The (1973)|When the Cats Away (Chacun cherche son chat) (1996)|Naked Gun 33 1/3: The Final Insult (1994)|Pinocchio (1940)|Aladdin and the King of Thieves (1996)|Some Like It Hot (1959)|Deer Hunter, The (1978)
Steel (1997)|Full Monty, The (1997)|Absolute Power (1997)|Donnie Brasco (1997)|In & Out (1997)|Kiss the Girls (1997)|One Flew Over the Cuckoo's Nest (1975)|Waterworld (1995)|Quick and the Dead, The (1995)|Benny & Joon (1993)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Seven (Se7en) (1995)|Santa Clause, The (1994)|Top Gun (1986)|Aliens (1986)|GoodFellas (1990)|Godfather: Part II, The (1974)|Emma (1996)|As Good As It Gets (1997)|Big Sleep, The (1946)
Full Monty, The (1997)|Desperate Measures (1998)|Kiss the Girls (1997)|Wonderland (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Kicked in the Head (1997)
Seven (Se7en) (1995)|Professional, The (1994)|Santa Clause, The (1994)|Ref, The (1994)|Snow White and the Seven Dwarfs (1937)|Mr. Smith Goes to Washington (1939)|Empire Strikes Back, The (1980)|Raging Bull (1980)|unknown|Manchurian Candidate, The (1962)
Babe (1995)|Aladdin (1992)|Delicatessen (1991)|Breaking the Waves (1996)|Starship Troopers (1997)|Hoodlum (1997)|Client, The (1994)|Tombstone (1993)|First Wives Club, The (1996)|Heavy (1995)
Midnight in the Garden of Good and Evil (1997)|Deconstructing Harry (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Bad Boys (1995)|So I Married an Axe Murderer (1993)|Breakfast at Tiffany's (1961)|Delicatessen (1991)|Terminator, The (1984)|This Is Spinal Tap (1984)|River Wild, The (1994)|Cinderella (1950)|Village of the Damned (1995)|In the Line of Fire (1993)
Free Willy (1993)|Aladdin (1992)|Weekend at Bernie's (1989)|Sting, The (1973)|Shall We Dance? (1996)|As Good As It Gets (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)
Mighty Aphrodite (1995)|Breaking the Waves (1996)|Starship Troopers (1997)|Midnight in the Garden of Good and Evil (1997)|Spy Hard (1996)|Kicking and Screaming (1995)|City of Angels (1998)|Farewell My Concubine (1993)|I Shot Andy Warhol (1996)
Usual Suspects, The (1995)|Batman & Robin (1997)|Air Force One (1997)|One Flew Over the Cuckoo's Nest (1975)|Another Stakeout (1993)|Blown Away (1994)|Wishmaster (1997)|Career Girls (1997)|Mrs. Dalloway (1997)
Postino, Il (1994)|Snow White and the Seven Dwarfs (1937)|Rock, The (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Fan, The (1996)|You So Crazy (1994)
I.Q. (1994)|Cold Comfort Farm (1995)|Frighteners, The (1996)|Spitfire Grill, The (1996)|Unhook the Stars (1996)|Heat (1995)|River Wild, The (1994)|Mother (1996)|Spy Hard (1996)|Vampire in Brooklyn (1995)
Sleepless in Seattle (1993)|Rock, The (1996)|Sound of Music, The (1965)|Brazil (1985)|Sting, The (1973)|Evil Dead II (1987)|101 Dalmatians (1996)|Jerry Maguire (1996)|Mimic (1997)|Volcano (1997)
White Balloon, The (1995)|Jurassic Park (1993)|Empire Strikes Back, The (1980)|Fly Away Home (1996)|Transformers: The Movie, The (1986)|Wings of Desire (1987)|Giant (1956)|Pump Up the Volume (1990)|Casino (1995)|I'm Not Rappaport (1996)
Outbreak (1995)|So I Married an Axe Murderer (1993)|Gone with the Wind (1939)|Private Benjamin (1980)|Monty Python and the Holy Grail (1974)|Chasing Amy (1997)|Rob Roy (1995)|Rocket Man (1997)|Swimming with Sharks (1995)|Pyromaniac's Love Story, A (1995)
Gone with the Wind (1939)|Full Monty, The (1997)|L.A. Confidential (1997)|Fly Away Home (1996)|Highlander (1986)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Quick and the Dead, The (1995)|M (1931)
Toy Story (1995)|Striptease (1996)|Bedknobs and Broomsticks (1971)|Dirty Dancing (1987)|Abyss, The (1989)|Empire Strikes Back, The (1980)|Sting, The (1973)|Client, The (1994)|Ruling Class, The (1972)|Crooklyn (1994)
Get Shorty (1995)|I.Q. (1994)|Outbreak (1995)|Apocalypse Now (1979)|Blues Brothers, The (1980)|Sting, The (1973)|Client, The (1994)|Spy Hard (1996)|American in Paris, An (1951)|Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)
Striptease (1996)|Batman & Robin (1997)|Fierce Creatures (1997)|Donnie Brasco (1997)|Hoodlum (1997)|Murder at 1600 (1997)|Cop Land (1997)|Kiss the Girls (1997)|Beverly Hills Ninja (1997)|Hunchback of Notre Dame, The (1996)
Santa Clause, The (1994)|Nightmare Before Christmas, The (1993)|Private Benjamin (1980)|Raiders of the Lost Ark (1981)|Return of the Jedi (1983)|Dead Poets Society (1989)|Mad City (1997)|Lawrence of Arabia (1962)|Touch of Evil (1958)|Stand by Me (1986)
Hoodlum (1997)|Schindler's List (1993)|Prophecy II, The (1998)|Deep Rising (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|You So Crazy (1994)
Apollo 13 (1995)|Carlito's Way (1993)|Terminator, The (1984)|Batman & Robin (1997)|Donnie Brasco (1997)|Crash (1996)|Pinocchio (1940)|Hour of the Pig, The (1993)|Rear Window (1954)|House of the Spirits, The (1993)
Bad Boys (1995)|I.Q. (1994)|Crow, The (1994)|Hudsucker Proxy, The (1994)|Pink Floyd - The Wall (1982)|Breaking the Waves (1996)|Secrets & Lies (1996)|Forbidden Planet (1956)|Some Like It Hot (1959)|Down by Law (1986)
Cold Comfort Farm (1995)|Austin Powers: International Man of Mystery (1997)|Shall We Dance? (1996)|Pillow Book, The (1995)|Fierce Creatures (1997)|Murder at 1600 (1997)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Shiloh (1997)|Grass Harp, The (1995)
Outbreak (1995)|Kansas City (1996)|GoodFellas (1990)|Right Stuff, The (1983)|Chasing Amy (1997)|Starship Troopers (1997)|Heavyweights (1994)|Maltese Falcon, The (1941)|My Man Godfrey (1936)|House of the Spirits, The (1993)
Chasing Amy (1997)|Sense and Sensibility (1995)|In & Out (1997)|Mother (1996)|G.I. Jane (1997)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Quick and the Dead, The (1995)|Last Time I Committed Suicide, The (1997)
Aladdin (1992)|Lone Star (1996)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|My Own Private Idaho (1991)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Benny & Joon (1993)
Professional, The (1994)|Forrest Gump (1994)|20,000 Leagues Under the Sea (1954)|Manon of the Spring (Manon des sources) (1986)|Delicatessen (1991)|Princess Bride, The (1987)|Indiana Jones and the Last Crusade (1989)|Coneheads (1993)|Manchurian Candidate, The (1962)|Benny & Joon (1993)
Mighty Aphrodite (1995)|Crow, The (1994)|Home Alone (1990)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Frighteners, The (1996)|Empire Strikes Back, The (1980)|Time to Kill, A (1996)|Edge, The (1997)|Hour of the Pig, The (1993)|Howling, The (1981)
Santa Clause, The (1994)|Spitfire Grill, The (1996)|Gone with the Wind (1939)|In the Name of the Father (1993)|Client, The (1994)|Killing Fields, The (1984)|Addicted to Love (1997)|MatchMaker, The (1997)|Killer: A Journal of Murder (1995)|Dadetown (1995)
Secrets & Lies (1996)|Mother (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|Big Lebowski, The (1998)|You So Crazy (1994)
Babe (1995)|Good Will Hunting (1997)|River Wild, The (1994)|Mad City (1997)|Deconstructing Harry (1997)|White Man's Burden (1995)|Quick and the Dead, The (1995)|Jackal, The (1997)|Crow: City of Angels, The (1996)|You So Crazy (1994)
Taxi Driver (1976)|Forrest Gump (1994)|Swingers (1996)|Amadeus (1984)|Shining, The (1980)|Good Will Hunting (1997)|Red Rock West (1992)|Annie Hall (1977)|Made in America (1993)|What's Love Got to Do with It (1993)
